,shopid,itemid,rating_star,cmt,Sentiment
7886,4937640,24095270,0,"thank you just received the item today
 Very reliable. Too cute nice colors
For me it's not leaking",N
7888,4149345,43856845,0,What's the size?,N
7889,4937640,18981088,5,Super soft. ,G
7892,4149345,14479774,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7894,4149345,15247463,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7895,4937640,18985848,5,honestly thought more of the lashes would be ruined after reading other people's reviews but thankfully mine was received in a good condition! would purchase more from this store! thank you for the efficient service! :),G
7896,4149345,53360834,0,Hi.. this is matte lipstick right? ☺,N
7898,4937640,18985499,5,Affordable and great stuffs!!,G
7900,4149345,14482801,5,Love the product! Very useful and item as described!! ,G
7901,4937640,22564307,3,Product quality is ok,G
7903,4149345,15719000,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7906,4149345,111820963,5,"received in good condition, thank you",G
7908,4149345,13433352,5, Good value for money,G
7912,4149345,16751990,5,Item came in good condition ! Great seller,G
7915,4149345,15720360,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7918,4149345,16431739,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7921,4149345,57906487,1,One of the diffuser has a leak. Disappointing ,B
7922,4937640,18980338,5,good service by seller,G
7923,4149345,47585041,2,Product is chipped off at the side and at the back.,B
7926,4149345,237463508,4,Delivery as expected... have yet to try out the product however could smell strong plastic smell coming from the comb. The main plug is a 2-pins plus thus would need the converter for Singapore home. ,N
7927,4149345,16431852,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7933,4149345,106451922,3,Messy to use. Powder doesn't come out easily...,G
7937,4149345,46575057,0,"@chondroid dear , we will pack well in the plastic , do not worry ",N
7938,4149345,29995124,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller,G
7946,4937640,18979710,0,DAMAGED LIKE HELL... Definitely not thru shipment coz d lipstick box is not sealed n d lipstick smudges... !!! Resend a new set please !!!,N
7948,4149345,42089916,1," Very poor product quality Very poor service by seller

Do not buy. Product does not work. Seller has no integrity",B
7951,4149345,13422342,0,Cash payment or credit card,N
7954,4149345,16430462,5, Excellent service by seller,G
7958,4149345,16429253,4,Value for money,G
7959,4937640,21273292,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!",N
7960,4149345,15736397,5,"Thanks seller,I have place an re-order of 3 unit.",G
7963,4149345,17709916,5,Working well... thank you. ..,G
7964,4149345,13422342,0,Got a damaged peice,N
7967,4149345,14480472,5,Revived in good condition. Thanks,G
7969,4937640,282750352,2,"Inferior product quality as compared to my previous purchase with another seller.

This feels as though components are sub par quality as its least 100gm lighter and feels like a kid toys rather than something functional. 

",B
7973,4937640,54968011,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!",G
7974,4937640,18983802,5,My 2nd order. Will definitely rtn. ,G
7978,4149345,46508803,3,"Battery provided doesn't work and I've to try to charge it and it still doesn't work. 
Contacted the seller and even send video to their email and ending up getting a refund so I guess is fine. 
But it's kind of troublesome when I ordered something and it don't came in a good condition .",G
7979,4149345,15247475,0,Authentic?,N
7982,4149345,46508803,4,"Battery came in perfect condition but I don't know how long it will last tbh.
It seem promising but if it don't last long for this price then I guess it's not worth to pay $1.50 for a battery . 
But it looks promising tho so i guess is fine 😊",G
7984,4149345,16431448,0,Very good and able to select units of measure,N
7987,4937640,287057870,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!",G
7988,4937640,16804783,5,Well packed and received in good condition. Value for money! ,G
7990,4149345,287484068,2,Black Cover of wheel missing,B
7992,4937640,18986068,5,The buyer is damn nice and helpful! 👍🏻,G
7993,4149345,14481739,1,Product has a lot of defects. Broken and rough edges.,B
7994,4149345,13433484,5,😄,N
7997,4937640,19347989,4,"brush was soft, but the curvature made it slightly hard to use.",B
7998,4149345,14481902,0,"@bakeandcake hi, did the sponge expand in water and becomes soft?",N
7999,4149345,287484068,3,Product quality is ok,G
8002,4937640,316795840,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!",N
8005,4937640,22563876,5,TThe buyer is damn nice and helpful! 👍🏻 and the brush is damn soft! Worth the buy! ,G
8007,4149345,42463155,3, Product quality is ok,G
8009,4149345,15735925,5,Friendly seller and fast to reply on my query. Product is good but the rubber scent is strong that's why you should wash it before using. ,G
8010,4149345,287484068,3, Product quality is ok,G
8014,4149345,14477372,5,Thank you ,G
8021,4149345,17707649,3, Fair value Fair delivery speed,G
8022,4149345,14480935,0,"@allinone365.sg Hi seller, I ordered this alongside another item sometime back but have not received it, only received the other item. I've msged you, kindly check your inbox and revert to me, thanks!",N
8024,4937640,72487115,2,"ear covers not of the same size, hard to use. keep falling off my ears :/",B
8026,4149345,14481902,0,@cwooon did e sponge expand when wet? And does it eat up alot of foundation?,N
8029,4937640,88662077,4,"lipstick quality is not bad, packaging is really cute, but the lipstick feels loose in the tube",G
8030,4149345,15250953,5,This item is really awesome and useful. I've finally washed my brushes after quite a while. Thank you!,G
8031,4149345,30004471,1,Did not receive! ,B
8034,4149345,86742956,5,Perfect! I love them!,G
8037,4149345,13433566,5,very polite seller and keep me update when the stock was delayed.. 👍🏼👍🏼👍🏼,G
8039,4937640,36621555,5,Thank you. Received item for I think 1 week or less. ,G
8040,4937640,24095270,2,Does not work,B
8042,4149345,86741665,0,"@felicia1989 Compatible with:Xbox 360,Xbox 360 Slim,PC with Win7 system, dear , you can check it ",N
8044,4149345,19335053,4, Great Value,G
8045,4937640,18985343,5,Good quality!,G
8047,4937640,22563919,5,Convienient and good ,G
8050,4937640,98141207,1,broke upon first use,B
8051,4937640,26495723,5,Bigger than expected,G
8052,4149345,14477372,5,really soft and flawlessly applies makeup. a bit too small but its finee for the price!,G
8054,4149345,26966468,0,If I get more than 10 pcs of mat can I ask for better price?,N
8055,4149345,15249545,5,I have recieved order ... nice brush love it,G
8056,4149345,13424980,5,Quality reasonable but size too small for adult.,G
8057,4149345,42089916,5,"Took 1 week to receive it, product working ",N
8058,4149345,106452981,3,Item doesn't really work well and actually makes me look fatter and weirder.  Delivery time as expected,G
8060,4149345,17707649,5,Good,G
8063,4149345,18269102,5,Flimsy,B
8068,4149345,15249491,4,soft and seems like good quality!,G
8075,4149345,16430598,3,the rim of the bigger lens can be seen in the photo and not the best quality. but good nonetheless !,G
8085,4937640,18983802,1,Not waterproof,B
8086,4937640,21273421,1,"Very late delivery by LWE express shipping... I already overseas, didn't received my item, Still with the LWE delivery people... Can't rate ",B
8088,4937640,96833174,3,"Bought two, but 1 of which seems irregular brush length. Overall careful packaging though.",G
8089,4937640,18980338,4,Soft template,G
8091,4149345,106562759,3,I order 2 flat top brush blue and pink but they gives us 2 gold color.,G
8093,4937640,17704072,3,Broken,G
8094,4149345,15736935,5,Good quality item with cheap pricing. 3rd time buying,G
8097,4937640,18984937,3,"Love the designs, but now waterproof",G
8100,4149345,15735423,5,Got light but no mosquito caught so far . lol,G
8101,4149345,15737299,5,Super super worth it! ☺️👍🏻,G
8104,4149345,21422199,5,Item received in order.,G
8106,4149345,71921868,3, Product quality is alittle thin than expected. Delivery time is fast.,G
8108,4149345,15735788,3, Product quality is ok,G
8112,4149345,86889806,5, Excellent service by seller,G
8113,4937640,40486832,1,The colour didn't turn out . 😡,B
8114,4937640,24088098,4,Product doesnt really stay ,B
8115,4149345,16428536,3,Can easily be broken,G
8117,4149345,16431613,5,Shipping was fast and i hope this mascara is good!!,G
8119,4149345,21422101,5,Used this on the kiddy bar for my e-scooter. Works very well. Seller was kind to include battery. Thank you. Happy with my purchase.,G
8120,4937640,24088098,5,Product doesnt really stay,B
8121,4937640,43302631,1,It didn't GLOW IN DARK ! 😡,B
8123,4149345,16752392,5,"Received product in good condition, pleasant transaction with the seller since enquiries were answer promptly(:",G
8124,4937640,19379045,5,Love my purchase! Affordable! Recommended Seller!!,G
8128,4149345,16431852,3,Very hard and not good for skin,G
8130,4149345,16429253,5, Excellent service by seller,G
8136,4937640,24095270,0,"@tiffyoungg sorry for the trouble, it may be caused by the shipment, if there is any problem, please contact us online~",N
8137,4149345,49790578,3, Product quality is ok,G
8138,4937640,24095270,5,Best quality of portable perfume bottle I ever owned,G
8139,4149345,14477372,5,Thx ,G
8141,4149345,15736375,5,"Good, great",G
8145,4937640,18976028,2,Colour totally different from the pic and there's a strong chemical smell,B
8146,4149345,49790578,2,Sheer can see thru,B
8147,4149345,49790578,2,Sheer can see thrua,B
8150,4937640,18976028,2,"Colour diff from the pic. No red tone to it, more to orange",B
8152,4937640,24095270,5,"Received in good condition, fast and reliable. Good job!",G
8154,4149345,14483585,1,"Only 1 item out of 3 items was sent, and only when I received that 1 item and asked about the other 2 items, then the seller claim it was sent out as 2 shipment! Very Dishonest!!! ",B
8159,4149345,13432519,5,Received product but it couldn't work ,B
8160,4149345,94209012,5,Shipping take quite long to deliver anyway tks seller ,G
8162,4149345,19335053,1,"Only 1 item out of 3 items was sent, and only when I received that 1 item and asked about the other 2 items, then the seller claim it was sent out as 2 shipment! Very Dishonest!!! ",B
8171,4937640,19346757,3,Product quality is ok,G
8173,4149345,16431613,2,The mascara feels light as if its empty & i have the same mascara,B
8174,4937640,35923599,4,"Box was dented, looks cheap",B
8175,4149345,13433292,5,Thx,G
8176,4149345,116570569,1,"Only 1 item out of 3 items was sent, and only when I received that 1 item and asked about the other 2 items, then the seller claim it was sent out as 2 shipment! Very Dishonest!!! ",B
