,shopid,itemid,rating_star,cmt
7725,4149345,53360933,3,Very cute packaging but the color pigment is very light
7730,4937640,24095331,1,Didn't even receive my order yet up till now. Been more then a month...
7731,4149345,16431132,5,"The eyelash backbone is made of thread, so it unwinds pretty easily to get furry ends. But since it is cheap, it is actually a pretty good"
7737,4149345,14479514,5,🆙🆗🈵👌👍🙋😄😁
7740,4937640,98140981,1, Very poor product quality
7743,4937640,17704694,5,Expected nothing less. Product arrived promptly. :))
7747,4149345,15720256,5,🆙🆗🈵👌👍🙋😄😁
7748,4149345,14477372,5,Cheap and nice!!
7753,4149345,16442535,5,🆙🆗🈵👌👍🙋😄😁
7755,4937640,16804783,4,The brush and sponge size is A little small but other than that it was worth the price :)
7756,4937640,323892755,3,There's a black stain on one of the cup
7757,4149345,17708957,5,🆗🈵🆙👌👍🙋🙋😄😁
7759,4149345,14479774,5,"Shipping was a little expensive but since it came from overseas and is registered mail.. and also items came in good condition, it was worth it."
7762,4149345,13433352,5,"What U see is what U get, thank you"
7765,4149345,24119077,5,🆙🆗🈵👌👍🙋😄😁
7768,4937640,46524204,1,"Super bad quality! Doesn't even pull out much hair after so many try . Not much mean that i can't even see if there is a different after I ""wax"" . It also let my leg feel V sticky after I tried to ""wax"" . After bathing and putting lotion it still feels VERY sticky .  "
7772,4149345,42089916,5,🆙🆙🆗🈵👌👍🙋😄😁
7775,4937640,18983527,5,Item received! Thanx alot will order with u again!
7778,4149345,197756954,5,Came bubble wrapped. 
7779,4937640,16812206,5,Very fast take 5days only
7780,4149345,110639416,3, Product quality is ok but kinda squashed
7781,4149345,14479774,4,Although item is nicely wrapped in box but it's cracked :'(
7783,4149345,14486366,5,Item was nicely packed and safely arrived... ⭐⭐⭐⭐⭐⭐ love it soo much..👍👍👍👍
7784,4149345,15251150,4,realised that one of the brushes actually came cracked but pretty good quality overall
7791,4937640,16811855,5,Responsive seller
7792,4149345,19313477,5,Excellent Delivery Speed. Excellent Value.
7796,4149345,13433566,5,"Although it came late, the dealer is very responsive and responsible. Thumbs up."
7797,4937640,19355421,4,"Not too soft, abit stiff. however, cheap and good. "
7802,4149345,19313445,0,Items never comes. Waited for one month. Wasted time and money. Item is $7 but refund only $6
7807,4149345,13426430,5,The colour is v nice. Just what i wanted.
7809,4937640,95772322,4,"not too soft and abit stiff. but for the price of it, im impressed.  Good service by seller"
7813,4937640,16812173,5,Looks like the pic
7818,4937640,18986490,5,Item received thanx alot...
7820,4149345,104216188,4,The picture isn't printed as accurate for the middle finger to be hidden my the pocket but overall satisfied for the price
7824,4937640,17704793,5,Thx seller
7826,4149345,14479774,5,Received item in good condition (: thanks!
7827,4149345,49780104,5,"Excellent packaging. Received item well packed and in good condition. So far no issues, item working great."
7828,4149345,60228041,5,"Cheap and good. Also, the metal plate attached on the hat can be removed. "
7829,4937640,16812206,5,👍🏽👍🏽👍🏽
7830,4937640,24088168,0,"How to purchase...,?"
7835,4149345,16432294,0,Item not received. ...
7839,4149345,57201880,5, Excellent Item Quality
7841,4937640,316795877,4,Product ok. Delivery take soooo long though. 
7842,4937640,24095270,4,"A little hole spotted on the pink one, but other than that everything's fine:) love the feeling of the bottle itself. Thanks!"
7843,4937640,16811382,4,Received the item in good condition but havent get to try it yet. 
7845,4937640,17705850,2,"Cheap product, didn't expect much.. There are some weird spotting on the lipstick. "
7847,4149345,16430598,0,@soggyfries 
7850,4149345,39575907,3, Product quality is ok
7851,4937640,18983118,1,"Color of actual product not same as picture.
Ordered #2 totally disappointed "
7852,4937640,108411400,5,"The product is nice and pretty, but i wished it was faster in its delivery! Other than, im happy! "
7853,4149345,17709350,5, Excellent product  quality Excellent packaging Excellent seller service quality Excellent product  quality
7856,4937640,19347989,5,Good. Satisfied.
7861,4149345,16430420,5,Very nice and at a good price!
7862,4937640,206979520,0,How to buy
7863,4149345,13432637,2, Poor Item Quality
7864,4149345,42089833,1, Very poor product quality
7866,4937640,26495718,3,"Contacted seller to do exchange before shipping but unable, took very long to reply your messages. Product received though .. "
7871,4149345,104216315,1, Very poor product quality
7874,4149345,13426987,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7876,4937640,104772116,1,"If only. I could give no start, but one start for refunding me back after waiting product for one month :)))  Delivery time below expectation Delivery time below expectation"
7879,4937640,18980338,5,Thx seller
7881,4149345,70873279,5,Product as described.
7883,4937640,18984937,3,Product quality is ok for this price.
7885,4149345,14479774,5,Received w/ thanks! The items received is true to the pic & im def pleased w/ the purchases! & delivery was done fast! 😄😄👍👍
7886,4937640,24095270,0,"thank you just received the item today
 Very reliable. Too cute nice colors
For me it's not leaking"
7888,4149345,43856845,0,What's the size?
7889,4937640,18981088,5,Super soft. 
7892,4149345,14479774,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7894,4149345,15247463,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7895,4937640,18985848,5,honestly thought more of the lashes would be ruined after reading other people's reviews but thankfully mine was received in a good condition! would purchase more from this store! thank you for the efficient service! :)
7896,4149345,53360834,0,Hi.. this is matte lipstick right? ☺
7898,4937640,18985499,5,Affordable and great stuffs!!
7900,4149345,14482801,5,Love the product! Very useful and item as described!! 
7901,4937640,22564307,3,Product quality is ok
7903,4149345,15719000,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7906,4149345,111820963,5,"received in good condition, thank you"
7908,4149345,13433352,5, Good value for money
7912,4149345,16751990,5,Item came in good condition ! Great seller
7915,4149345,15720360,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7918,4149345,16431739,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7921,4149345,57906487,1,One of the diffuser has a leak. Disappointing 
7922,4937640,18980338,5,good service by seller
7923,4149345,47585041,2,Product is chipped off at the side and at the back.
7926,4149345,237463508,4,Delivery as expected... have yet to try out the product however could smell strong plastic smell coming from the comb. The main plug is a 2-pins plus thus would need the converter for Singapore home. 
7927,4149345,16431852,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7933,4149345,106451922,3,Messy to use. Powder doesn't come out easily...
7937,4149345,46575057,0,"@chondroid dear , we will pack well in the plastic , do not worry "
7938,4149345,29995124,5,received all items in excellent condition. didnt expect it to came earlier! very happy and satisfied. highly recommended seller
7946,4937640,18979710,0,DAMAGED LIKE HELL... Definitely not thru shipment coz d lipstick box is not sealed n d lipstick smudges... !!! Resend a new set please !!!
7948,4149345,42089916,1," Very poor product quality Very poor service by seller

Do not buy. Product does not work. Seller has no integrity"
7951,4149345,13422342,0,Cash payment or credit card
7954,4149345,16430462,5, Excellent service by seller
7958,4149345,16429253,4,Value for money
7959,4937640,21273292,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!"
7960,4149345,15736397,5,"Thanks seller,I have place an re-order of 3 unit."
7963,4149345,17709916,5,Working well... thank you. ..
7964,4149345,13422342,0,Got a damaged peice
7967,4149345,14480472,5,Revived in good condition. Thanks
7969,4937640,282750352,2,"Inferior product quality as compared to my previous purchase with another seller.

This feels as though components are sub par quality as its least 100gm lighter and feels like a kid toys rather than something functional. 

"
7973,4937640,54968011,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!"
7974,4937640,18983802,5,My 2nd order. Will definitely rtn. 
7978,4149345,46508803,3,"Battery provided doesn't work and I've to try to charge it and it still doesn't work. 
Contacted the seller and even send video to their email and ending up getting a refund so I guess is fine. 
But it's kind of troublesome when I ordered something and it don't came in a good condition ."
7979,4149345,15247475,0,Authentic?
7982,4149345,46508803,4,"Battery came in perfect condition but I don't know how long it will last tbh.
It seem promising but if it don't last long for this price then I guess it's not worth to pay $1.50 for a battery . 
But it looks promising tho so i guess is fine 😊"
7984,4149345,16431448,0,Very good and able to select units of measure
7987,4937640,287057870,5,"#shopeehaul 

Item are packed nicely and individually. Purchase from this storw multiple times...maybe 50 over items and all the items i bought are exact to picture and descriptions. Seller service is excellent and FAST DELIVERY! thank you!!!"
